web-scraper-order,web-scraper-start-url,Titre,Etat_machine,Adresse,Prix,url,url-href,url_image-src
"1738239549-79","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 8KG BEKO A+++VERROUILLAGE ENFANT","Neuf","Plateau,
                                                                                Dakar","249 000 F Cfa","MACHINE À LAVER 8KG BEKO A+++VERROUILLAGE ENFANT
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 14:29
                                    
                    249 000 F Cfa
                        
                        777510319
                    
                        777510319","https://www.expat-dakar.com/annonce/machine-a-laver-8kg-beko-averrouillage-enfant-6015359","https://i.roamcdn.net/hz/ed/listing-thumb-543w/398850a7adef6368bda8765db4b28446/-/horizon-files-prod/ed/picture/qj4r9nzz/8b9e5e35da3e50fbd9d29c093dae023958c2f4a5.jpg"
"1738239569-80","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 12KG BEKO BLANC","Neuf","Plateau,
                                                                                Dakar","379 000 F Cfa","MACHINE À LAVER 12KG BEKO BLANC
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 14:25
                                    
                    379 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/machine-a-laver-12kg-beko-blanc-6015362","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ee193a126bc5b288717cc68ea42e246/-/horizon-files-prod/ed/picture/qdekm5nj/7080c039a5fdc4c1fbdf1062aa223263068e2efc.jpg"
"1738239589-81","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 7KG BEKO A+++ NOIR","Neuf","Plateau,
                                                                                Dakar","239 000 F Cfa","MACHINE À LAVER 7KG BEKO A+++ NOIR
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        Hier, 17:57
                                    
                    239 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/machine-a-laver-7kg-beko-a-noir-6015364","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a93e5427d6a9e20da957c564f97d354/-/horizon-files-prod/ed/picture/qenqz6wz/e4473a0213a0fe789dd4c425dea59ab4cc18b570.jpg"
"1738239609-82","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 9KG BEKO INVERTER 12000RPM A++","Neuf","Plateau,
                                                                                Dakar","289 000 F Cfa","MACHINE À LAVER 9KG BEKO INVERTER 12000RPM A++
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 14:14
                                    
                    289 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/machine-a-laver-9kg-beko-inverter-12000rpm-a-6015365","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e2e0d72e888ae305b4784f8e4771e5ac/-/horizon-files-prod/ed/picture/qzvdw7xk/f6df40dfa1c0e17175c7b666739a727e79be5cdb.jpg"
"1738239629-83","https://www.expat-dakar.com/machines-a-laver","LAVE VAISSELLE BEKO 13 COUVERTS SILVER","Neuf","Plateau,
                                                                                Dakar","229 000 F Cfa","LAVE VAISSELLE BEKO 13 COUVERTS SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        30. déc. '24, 15:20
                                    
                    229 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/lave-vaisselle-beko-13-couverts-silver-6015981","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1e44df389e48a3210ddf09ec0ccc799a/-/horizon-files-prod/ed/picture/qj4r9vgg/235b6156cea109b35c6cce8f5d34448f53db86bd.jpg"
"1738239649-84","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER BEKO 7KA+++ NOIR","Neuf","Plateau,
                                                                                Dakar","239 000 F Cfa","MACHINE A LAVER BEKO 7KA+++ NOIR
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        9. janv., 16:05
                                    
                    239 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/machine-a-laver-beko-7ka-noir-6022044","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9701ee1ff44c8912196619dabc489533/-/horizon-files-prod/ed/picture/q6xkw4qn/0bd868e7774fc5db236021ccca76f0f94780d055.jpg"
"1738239669-85","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER SHARP 7KG SLVER","Neuf","Plateau,
                                                                                Dakar","210 000 F Cfa","MACHINE A LAVER SHARP 7KG SLVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        15. janv., 13:01
                                    
                    210 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/machine-a-laver-sharp-7kg-slver-6024311","https://i.roamcdn.net/hz/ed/listing-thumb-543w/67fe82d19f618a0ce763c18aef36a89e/-/horizon-files-prod/ed/picture/qxj2m75w/f3d0f778d4706a77f8529a650b737749b6731f00.jpg"
"1738239689-86","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVEER SAMSUNG 15KG TOP LOADING FULL AUTOMATIQUE","Neuf","Plateau,
                                                                                Dakar","3 690 000 F Cfa","MACHINE A LAVEER SAMSUNG 15KG TOP LOADING FULL AUTOMATIQUE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        15. janv., 13:00
                                    
                    3 690 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/machine-a-laveer-samsung-15kg-top-loading-full-automatique-6024312","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8feeecd450eff6140c87aa5467cfc699/-/horizon-files-prod/ed/picture/qm5p7wzj/8aad51f86c8647f7612ab53456206cb46369bbdc.jpg"
"1738239709-87","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER SAMSUNG 10KG TOP LOARDIND   SILVER","Neuf","Plateau,
                                                                                Dakar","289 000 F Cfa","MACHINE A LAVER SAMSUNG 10KG TOP LOARDIND   SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 14:00
                                    
                    289 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/machine-a-laver-samsung-10kg-top-loardind-silver-6024321","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6de54457715e4e30a99dc2941735b1bf/-/horizon-files-prod/ed/picture/qzvdk079/cabd29715b855c857d88828363faa06e698fbaed.jpg"
"1738239729-88","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER SHARP 8KG SLVER","Neuf","Plateau,
                                                                                Dakar","219 000 F Cfa","MACHINE A LAVER SHARP 8KG SLVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        15. janv., 15:03
                                    
                    219 000 F Cfa
                        
                        777510319
                    
                        777510319","https://www.expat-dakar.com/annonce/machine-a-laver-sharp-8kg-slver-6024324","https://i.roamcdn.net/hz/ed/listing-thumb-543w/92c9fd5cdf95a53bfef805976d41163d/-/horizon-files-prod/ed/picture/qv4erj22/c3d7f5be6ca36eb401cafb89a0740f9a8b45810c.jpg"
"1738239749-89","https://www.expat-dakar.com/machines-a-laver","FER A REPASSER TEFAL 1026 1200W","Neuf","Plateau,
                                                                                Dakar","24 000 F Cfa","FER A REPASSER TEFAL 1026 1200W
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 14:10
                                    
                    24 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/fer-a-repasser-tefal-1026-1200w-6060431","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d1dd933ea1f914b3131af167a6b6ece1/-/horizon-files-prod/ed/picture/q448z8q8/7ed7491dd83a7444075d74fddff2c745d9e4bc59.jpg"
"1738239769-90","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER ASTECH 7KG SEMI AUTOMATIQUE BLANC","Neuf","Plateau,
                                                                                Dakar","129 000 F Cfa","MACHINE A LAVER ASTECH 7KG SEMI AUTOMATIQUE BLANC
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        4. déc. '24, 17:08
                                    
                    129 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/machine-a-laver-astech-7kg-semi-automatique-blanc-6062595","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a8a988f8c88a43db79a82f5e9b072b2/-/horizon-files-prod/ed/picture/qq47j5qv/b39ae2caaf6280cd2533ca6b484fb468fc2a9f36.jpg"
"1738239789-91","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER 9KG ASTECH INVERTER A+++","Neuf","Plateau,
                                                                                Dakar","239 000 F Cfa","MACHINE A LAVER 9KG ASTECH INVERTER A+++
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        5. déc. '24, 11:16
                                    
                    239 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/machine-a-laver-9kg-astech-inverter-a-6063935","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4331d6992af5ba719d37970eec91d719/-/horizon-files-prod/ed/picture/qgq9nze8/78e7509004d2dacc09ce395c9c08f57c29fb9810.jpg"
"1738239809-92","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER LG 9KG+6KG SECHAGE INVERTER SILVER","Neuf","Plateau,
                                                                                Dakar","459 000 F Cfa","MACHINE A LAVER LG 9KG+6KG SECHAGE INVERTER SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        9. déc. '24, 15:23
                                    
                    459 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/machine-a-laver-lg-9kg6kg-sechage-inverter-silver-6066002","https://i.roamcdn.net/hz/ed/listing-thumb-543w/925b2d56c3708c07e2c6191eeff0406c/-/horizon-files-prod/ed/picture/qv4e7r4k/ce943a3ad652a86a0bf7323c6e14b86abd019d73.jpg"
"1738239829-93","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER LG 8KG+5KG SECHAGE INVERTER A+++SILVER","Neuf","Plateau,
                                                                                Dakar","419 000 F Cfa","MACHINE A LAVER LG 8KG+5KG SECHAGE INVERTER A+++SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        9. déc. '24, 15:33
                                    
                    419 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/machine-a-laver-lg-8kg5kg-sechage-inverter-asilver-6066012","https://i.roamcdn.net/hz/ed/listing-thumb-543w/68377dfe477135468de1d20578e5c468/-/horizon-files-prod/ed/picture/qm5px752/375fcb93a2f732e6f9c02927b7b49af013d6b186.jpg"
"1738239849-94","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER BEKO 9KG INVERTER","Neuf","Plateau,
                                                                                Dakar","289 000 F Cfa","MACHINE À LAVER BEKO 9KG INVERTER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. déc. '24, 20:10
                                    
                    289 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/machine-a-laver-beko-9kg-inverter-6067515","https://i.roamcdn.net/hz/ed/listing-thumb-543w/eb1a1c4428ddf32be65e66602d67e98f/-/horizon-files-prod/ed/picture/qj4r8kqr/b5165b86e7daab3ba9e5291c1dca642854555e2a.jpg"
"1738239869-95","https://www.expat-dakar.com/machines-a-laver","LAVE VAISSELLE HISENSE 13COUVERTS SILVER A++","Neuf","Plateau,
                                                                                Dakar","229 000 F Cfa","LAVE VAISSELLE HISENSE 13COUVERTS SILVER A++
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. déc. '24, 17:33
                                    
                    229 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/lave-vaisselle-hisense-13couverts-silver-a-6067859","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f47dd9d673247b26ed30e80dc293f0f3/-/horizon-files-prod/ed/picture/qj4r8k8e/65603c9d12b3d9115b66e9f3245d53f30da1208e.jpg"
"1738239889-96","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 12KG IRIS SEMI-AUTOMATIQUE GOLD","Neuf","Plateau,
                                                                                Dakar","159 000 F Cfa","MACHINE À LAVER 12KG IRIS SEMI-AUTOMATIQUE GOLD
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. déc. '24, 20:09
                                    
                    159 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/machine-a-laver-12kg-iris-semi-automatique-gold-6068450","https://i.roamcdn.net/hz/ed/listing-thumb-543w/76ffd435451d6f987a37b53bfc9ccc26/-/horizon-files-prod/ed/picture/qwe2vdz0/509fb625a769ba5545d777372081817ec99223d1.jpg"
"1738239909-97","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 12KG IRIS SEMI-AUTOMATIQUE BLANC","Neuf","Plateau,
                                                                                Dakar","159 000 F Cfa","MACHINE À LAVER 12KG IRIS SEMI-AUTOMATIQUE BLANC
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. déc. '24, 16:34
                                    
                    159 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/machine-a-laver-12kg-iris-semi-automatique-blanc-6071325","https://i.roamcdn.net/hz/ed/listing-thumb-543w/070a2dd6e6cc0330b27e4e59ec0f8f66/-/horizon-files-prod/ed/picture/q0gwq7g8/53be596bc40a9e43072495f777a7a0b0bc866282.jpg"
"1738239929-98","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 12KG IRIS SEMI-AUTOMATIQUE","Neuf","Plateau,
                                                                                Dakar","159 000 F Cfa","MACHINE À LAVER 12KG IRIS SEMI-AUTOMATIQUE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        7. janv., 18:49
                                    
                    159 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/machine-a-laver-12kg-iris-semi-automatique-6071339","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4f5d7e32cc8981d51685ac256f1d7564/-/horizon-files-prod/ed/picture/q2jq40jp/732467737b40f5aedd687a349a872960c8096e7f.jpg"
"1738239949-99","https://www.expat-dakar.com/machines-a-laver","PROMO LAVE VAISSELLE BEKO 13COUVERTS","Neuf","Plateau,
                                                                                Dakar","239 000 F Cfa","PROMO LAVE VAISSELLE BEKO 13COUVERTS
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mardi, 15:33
                                    
                    239 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/promo-lave-vaisselle-beko-13couverts-6093767","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ffe5435337a2b6ba3efe3e6f7088915e/-/horizon-files-prod/ed/picture/q78wvpgg/adb0ef15c533c12c459b0c1c79a0d541c5e0c6b8.jpg"
"1738239969-100","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 6KG COMFEE","Neuf","Plateau,
                                                                                Dakar","179 000 F Cfa","MACHINE À LAVER 6KG COMFEE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        lundi, 21:49
                                    
                    179 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/machine-a-laver-6kg-comfee-6093771","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f484c4df07e7fe3e25938d0f5298e7f9/-/horizon-files-prod/ed/picture/qngp57wk/fc747ef2be15e884a734e9f09a3e25102ba22f11.jpg"
"1738239990-101","https://www.expat-dakar.com/machines-a-laver","PROMO MACHINE À LAVER 7KG COMFEE BLANC","Neuf","Plateau,
                                                                                Dakar","189 000 F Cfa","PROMO MACHINE À LAVER 7KG COMFEE BLANC
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        samedi, 12:30
                                    
                    189 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/promo-machine-a-laver-7kg-comfee-blanc-6093778","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d7651c13f5664bbc45fcd4b30b6900a2/-/horizon-files-prod/ed/picture/qm5gm6nz/66b59acb843b275f65e4e050961b26c818c71ef4.jpg"
"1738240009-102","https://www.expat-dakar.com/machines-a-laver","PROMO MACHINE À LAVER 10.5KG LG SILVER","Neuf","Plateau,
                                                                                Dakar","479 000 F Cfa","PROMO MACHINE À LAVER 10.5KG LG SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 13:28
                                    
                    479 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/promo-machine-a-laver-105kg-lg-silver-6100375","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9396cf9e2189d8fd35474ed771a6ece4/-/horizon-files-prod/ed/picture/q44njx4v/ca4371b5fb1cf4087b7fee7a27becdc851c3f070.jpg"
"1738240029-103","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 12KG FINIX INVERTER SILVER","Neuf","Plateau,
                                                                                Dakar","319 000 F Cfa","MACHINE À LAVER 12KG FINIX INVERTER SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. janv., 02:32
                                    
                    319 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/machine-a-laver-12kg-finix-inverter-silver-6104104","https://i.roamcdn.net/hz/ed/listing-thumb-543w/be33715da380d8c11bfcde53c3cb13bd/-/horizon-files-prod/ed/picture/q9mjmkq5/5cdb95459ac9286466f7c84402db25454dde5b05.jpg"
"1738240049-104","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 8KG FINIX INVERTER SILVER","Neuf","Plateau,
                                                                                Dakar","209 000 F Cfa","MACHINE À LAVER 8KG FINIX INVERTER SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        7. janv., 19:24
                                    
                    209 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/machine-a-laver-8kg-finix-inverter-silver-6104118","https://i.roamcdn.net/hz/ed/listing-thumb-543w/21e70fe7f38469ee9ba6c514e230cef3/-/horizon-files-prod/ed/picture/qde7e9p5/9b43e80c556bfc8f18603c75596e810fb2e1c0e3.jpg"
"1738240069-105","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 8KG CAC SILVER CACML8","Neuf","Plateau,
                                                                                Dakar","198 000 F Cfa","MACHINE À LAVER 8KG CAC SILVER CACML8
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        9. janv., 13:35
                                    
                    198 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/machine-a-laver-8kg-cac-silver-cacml8-6105080","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a49dc55ce0b8249db74372ab6dbc496a/-/horizon-files-prod/ed/picture/qkr8r6en/c42f99f7c7a962071289efb8da1231f1cc4bf1a0.jpg"
"1738240089-106","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 7KG SHARP BLANC","Neuf","Plateau,
                                                                                Dakar","198 000 F Cfa","MACHINE À LAVER 7KG SHARP BLANC
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        7. janv., 15:59
                                    
                    198 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/machine-a-laver-7kg-sharp-blanc-6105087","https://i.roamcdn.net/hz/ed/listing-thumb-543w/82747f533a3e74e00542e2e15f3af4d6/-/horizon-files-prod/ed/picture/qzvpvr9g/1b2682af8f1f14e804c580a27c290d970504cfd9.jpg"
"1738240109-107","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 8KG ASTECH","Neuf","Plateau,
                                                                                Dakar","219 000 F Cfa","MACHINE À LAVER 8KG ASTECH
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        7. janv., 15:46
                                    
                    219 000 F Cfa
                        
                        781066640
                    
                        781066640","https://www.expat-dakar.com/annonce/machine-a-laver-8kg-astech-6105102","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dd8db5838e04d15050efc99ba39bda7a/-/horizon-files-prod/ed/picture/qv4w498v/fd4a69fee4fe7a06ec468e4c69337497cbf15ffc.jpg"
"1738240129-108","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER LG 20KG/12KG SÉCHAGE","Neuf","Plateau,
                                                                                Dakar","929 000 F Cfa","MACHINE À LAVER LG 20KG/12KG SÉCHAGE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        7. janv., 15:29
                                    
                    929 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/machine-a-laver-lg-20kg12kg-sechage-6105544","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3c76fe83da3bec5b452b38b41c955b79/-/horizon-files-prod/ed/picture/q6xdxvjj/d2e374c7efe48dae1503d663ed550c812be4feb8.jpg"
"1738240149-109","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 10.5KG LG SILVER","Neuf","Plateau,
                                                                                Dakar","489 000 F Cfa","MACHINE À LAVER 10.5KG LG SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mardi, 15:58
                                    
                    489 000 F Cfa
                        
                        756335874","https://www.expat-dakar.com/annonce/machine-a-laver-105kg-lg-silver-6116577","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9cbb4427a2de4aa8b0dbb3a5e0e06554/-/horizon-files-prod/ed/picture/qxjp6qe8/a792632759748ed34f814206837f916525d4679a.jpg"
"1738240169-110","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 10KG ROCH INVERTER A+++","Neuf","Plateau,
                                                                                Dakar","289 000 F Cfa","MACHINE À LAVER 10KG ROCH INVERTER A+++
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        lundi, 15:33
                                    
                    289 000 F Cfa
                        
                        756335874","https://www.expat-dakar.com/annonce/machine-a-laver-10kg-roch-inverter-a-6116579","https://i.roamcdn.net/hz/ed/listing-thumb-543w/188f362c16bb16d37afd5caac96a4aa8/-/horizon-files-prod/ed/picture/qgqwg8j4/6b43f22847807b35c17e00deacc66e6676d09f5b.jpg"
"1738240189-111","https://www.expat-dakar.com/machines-a-laver","Fer à Repasser Avinas 2000w","Neuf","Grand-Dakar,
                                                                                Dakar","10 000 F Cfa","Fer à Repasser Avinas 2000w
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        6. déc. '24, 08:24
                                    
                    10 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/fer-a-repasser-avinas-2000w-3915913","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3452ed80b66d2dce8fde7b46edc57e6d/-/horizon-files-prod/ed/picture/qg6r66q/e7ea2a2203ccf8e7a21af7adcdf2b6934aaab62a.jpg"
"1738240209-112","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER ASTECH 10KG SILVER INVERTER","Neuf","Plateau,
                                                                                Dakar","279 000 F Cfa","MACHINE À LAVER ASTECH 10KG SILVER INVERTER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mardi, 12:23
                                    
                    279 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/machine-a-laver-astech-10kg-silver-inverter-6118418","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1e8d361a3c919fd45e53753b901a2e1e/-/horizon-files-prod/ed/picture/qde7wzd5/3a003b672347ed67d18cd46332d4afb67b8a8d96.jpg"
"1738240229-113","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER LG 6.5KG BLANC","Neuf","Plateau,
                                                                                Dakar","269 000 F Cfa","MACHINE À LAVER LG 6.5KG BLANC
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        samedi, 11:46
                                    
                    269 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/machine-a-laver-lg-65kg-blanc-6107185","https://i.roamcdn.net/hz/ed/listing-thumb-543w/711c853f10e7f56645e28b16abd1b702/-/horizon-files-prod/ed/picture/q56d68xr/d025836cb3660f584e2a919e8a152ad5672230f3.jpg"
"1738240249-114","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER SHARP 11KG TOP LOADING SILVER","Neuf","Plateau,
                                                                                Dakar","239 000 F Cfa","MACHINE À LAVER SHARP 11KG TOP LOADING SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        samedi, 12:27
                                    
                    239 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/machine-a-laver-sharp-11kg-top-loading-silver-6118421","https://i.roamcdn.net/hz/ed/listing-thumb-543w/71a3c39918d8debacfde69865a82b35c/-/horizon-files-prod/ed/picture/qzvp4qjv/469105b4e108af347340a9ddcbbebb58b1a6d5df.jpg"
"1738240269-115","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER SHARP 10KG TOP LOADING SILVER","Neuf","Plateau,
                                                                                Dakar","235 000 F Cfa","MACHINE À LAVER SHARP 10KG TOP LOADING SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mardi, 04:49
                                    
                    235 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/machine-a-laver-sharp-10kg-top-loading-silver-6118428","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d20faab9bb5b639d94196ed7bca52d14/-/horizon-files-prod/ed/picture/qwepz9kk/5392916502522e5f989ab9e4aa022800eb134a4a.jpg"
"1738240289-116","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER LG 10KG UBLODOM","Neuf","Plateau,
                                                                                Dakar","369 000 F Cfa","MACHINE A LAVER LG 10KG UBLODOM
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mardi, 15:38
                                    
                    369 000 F Cfa
                        
                        767335517","https://www.expat-dakar.com/annonce/machine-a-laver-lg-10kg-ublodom-6120140","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9b206919b63089ddc1cb7d80b5cf4636/-/horizon-files-prod/ed/picture/qde7wg57/ebd4f65b4a57b479f80ccd729a99f5b555b34b61.jpg"
"1738240309-117","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 10KG LG UBLODOME SEMI NOIR","Neuf","Plateau,
                                                                                Dakar","369 000 F Cfa","MACHINE À LAVER 10KG LG UBLODOME SEMI NOIR
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mardi, 05:05
                                    
                    369 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/machine-a-laver-10kg-lg-ublodome-semi-noir-6120384","https://i.roamcdn.net/hz/ed/listing-thumb-543w/62803a459b96c406f14e3686c4c466ee/-/horizon-files-prod/ed/picture/qde7wpn0/54638e1f86946ed27913937dabebde8dcb516b20.jpg"
"1738240329-118","https://www.expat-dakar.com/machines-a-laver","PROMO MACHINE À LAVER 8KG SHARP BLANC 810/812","Neuf","Plateau,
                                                                                Dakar","235 000 F Cfa","PROMO MACHINE À LAVER 8KG SHARP BLANC 810/812
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        lundi, 21:41
                                    
                    235 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/promo-machine-a-laver-8kg-sharp-blanc-810812-6122674","https://i.roamcdn.net/hz/ed/listing-thumb-543w/90def2d6f4cda23d9d06a78ccabf3a11/-/horizon-files-prod/ed/picture/q8v45059/38332ba79898ef59c9a946c40640ce023c675d46.jpg"
